place,Lat,Long,OverallAverage,September,October,November,December,January,February,March,April
7756,28.58149579,77.06278415,63.06943633,49.2826087,56.79213483,98.03225806,108.3571429,116.1875,47.75,13,15.15384615
7765,28.54549579,77.06278415,54,54,,,,,,,
7768,28.53349579,77.06278415,83.126726,58.14666667,73.56603774,87.0974026,118.5897436,102.5757576,129.7790055,59.07894737,36.18024691
7769,28.52949579,77.06278415,85.72687075,38.57142857,74,169.75,94.6,113,,65.66666667,44.5
7815,28.82349579,77.06624826,66.39285714,33.77777778,78.14285714,138,91.2,86.77777778,37.8,37.77777778,27.66666667
7816,28.81949579,77.06624826,69.68594104,19,45.66666667,152,113.5,99.33333333,,32.44444444,25.85714286
7847,28.69549579,77.06624826,143,143,,,,,,,
7849,28.68749579,77.06624826,58,58,,,,,,,
7850,28.68349579,77.06624826,104.4983757,68.38345865,108.3768997,189.4074074,158.9380165,138.1230769,87.90540541,54.10596026,30.74678112
7851,28.67949579,77.06624826,96.12881438,70.17721519,103.0379147,157.2142857,126.8711656,129.6478873,91.98604651,51.916,38.18
7852,28.67549579,77.06624826,90.08333335,,,,,68.5,111.6666667,,
7853,28.67149579,77.06624826,71,,,71,,,,,
7857,28.65549579,77.06624826,538,,,,538,,,,
7858,28.65149579,77.06624826,54,,,,,,,,54
7860,28.64349579,77.06624826,154,,,,,,154,,
7862,28.63549579,77.06624826,49.39660494,21,71,,58,,86,44.62962963,15.75
7864,28.62749579,77.06624826,79.22346624,41.28735632,48.5942029,118.8875,146.7454545,110.75,95.22857143,50.2972973,21.99734748
7865,28.62349579,77.06624826,74.76885667,46.75786594,102.8190955,128.2743363,103.7628866,89.3015873,64.56296296,32.37320574,30.29891304
7871,28.59949579,77.06624826,49.52777778,,95,61.5,41,,39,53.66666667,7
7872,28.59549579,77.06624826,62.98300452,50.14285714,74.77906977,96.45833333,108.673913,86.70769231,51.89855072,22.61538462,12.58823529
7873,28.59149579,77.06624826,118.5,,,210,,,,,27
7874,28.58749579,77.06624826,76.71776208,50.74603175,82.53921569,114.8780488,133.8125,146.5714286,58.15,10.25,16.79487179
7878,28.57149579,77.06624826,140.5,,140.5,,,,,,
7888,28.53149579,77.06624826,79.55110799,44.78481013,86.54320988,102.3709677,121.1190476,90.58823529,90.34285714,57.92957746,42.73015873
7935,28.82549579,77.06971236,66.43675596,34.125,84.8,115.6666667,117.6666667,90.25,38.33333333,31.95238095,18.7
7970,28.68549579,77.06971236,134.3333333,,281,,,,84,,38
7971,28.68149579,77.06971236,104.5178656,61.46062992,162.5057803,165.6709402,149.5588235,122.5,89.83842795,47.28169014,37.32663317
7975,28.66549579,77.06971236,89,79,99,,,,,,
7978,28.65349579,77.06971236,606,,,,606,,,,
7980,28.64549579,77.06971236,70,16,,,,,124,,
7981,28.64149579,77.06971236,119,,,,,,119,,
7982,28.63749579,77.06971236,123,30,,,,216,,,
7983,28.63349579,77.06971236,53.66239316,29,61,,64.33333333,,108,41.30769231,18.33333333
7984,28.62949579,77.06971236,43.33333333,,,,,,,43.33333333,
7985,28.62549579,77.06971236,89.33875668,65.49230769,128.7593985,143.1126126,108.3636364,122.8387097,57.8902439,48.58333333,39.66981132
7986,28.62149579,77.06971236,79.27280949,59.88461538,65.04,138.4642857,95.63157895,126.4736842,59.11688312,53,36.57142857
7990,28.60549579,77.06971236,45,,,,,,45,,
7991,28.60149579,77.06971236,76.29795421,50.26530612,70.6097561,126.88,161.2,105.75,53,26.91666667,15.76190476
7992,28.59749579,77.06971236,58.57734943,44.57575758,64.40740741,95.04225352,101.9807692,86.63333333,48.01388889,19.25352113,8.711864407
7993,28.59349579,77.06971236,68.37646867,47.81060606,73.36464088,104.3813559,104.8321168,117.3513514,59.15,25.09090909,15.03076923
7994,28.58949579,77.06971236,74.61980254,52.71014493,76.76623377,120.9210526,131.3846154,116.9333333,64.95,13.85714286,19.43589744
7997,28.57749579,77.06971236,137,,137,,,,,,
8006,28.54149579,77.06971236,239,,239,,,,,,
8009,28.52949579,77.06971236,103.7041716,64.2962963,93.19745223,210.5948276,116.475,152.52,93.75,62.95833333,35.84146341
8053,28.83149579,77.07317646,81.15277778,35,118,154,132,97.22222222,44.25,42.75,26
8054,28.82749579,77.07317646,73.18018805,29,94.57142857,149.6666667,112.8,97.3125,45.36363636,33.72727273,23
8085,28.70349579,77.07317646,46,46,,,,,,,
8088,28.69149579,77.07317646,155,155,,,,,,,
8089,28.68749579,77.07317646,133,133,,,,,,,
8090,28.68349579,77.07317646,96.41887813,67.56451613,133.1219512,153.787234,117.7411765,112.4642857,97.09090909,52.91428571,36.66666667
8091,28.67949579,77.07317646,115.5,116,,,115,,,,
8097,28.65549579,77.07317646,538,,,,538,,,,
8098,28.65149579,77.07317646,429,,,,429,,,,
8099,28.64749579,77.07317646,46.5,46.5,,,,,,,
8101,28.63949579,77.07317646,37.14761905,17,,,46,,67,35.23809524,20.5
8102,28.63549579,77.07317646,32.8125,16,59,,,,,36.75,19.5
8104,28.62749579,77.07317646,72.63012329,55.17460317,84.02631579,108.5,92.63636364,101,60.55555556,51,28.14814815
8106,28.61949579,77.07317646,83.70039173,54.18518519,64.69230769,142.5333333,117.625,147.625,73.25,49,20.69230769
8109,28.60749579,77.07317646,60.11574074,49.41666667,93.33333333,133.5,51,,,14.33333333,19.11111111
8110,28.60349579,77.07317646,82.56181379,51.97142857,81.48148148,136.8421053,167,121.75,66,22.72727273,12.72222222
8111,28.59949579,77.07317646,67.63976624,50.84848485,78.04878049,105.6315789,98.75,125.75,50.875,16.71428571,14.5
8112,28.59549579,77.07317646,62.21349473,49.40967742,77.66025641,96.46753247,101.2841727,79.83125,61.08917197,19.33834586,12.62755102
8129,28.52749579,77.07317646,69.87161377,49.87012987,77.23076923,90.7037037,78.69444444,88.55,76.29032258,56.01449275,41.61904762
8173,28.83349579,77.07664056,86.39507804,45.76923077,104.9090909,183.4,122.6,116.48,51.8,40.78125,25.42105263
8174,28.82949579,77.07664056,165,,,263,,,,67,
8206,28.70149579,77.07664056,109,109,,,,,,,
8210,28.68549579,77.07664056,140,140,,,,,,,
8211,28.68149579,77.07664056,106.6514811,61.69594595,162.964467,190.3428571,137.7350746,116.4390244,92.56944444,51.76923077,39.6958042
8212,28.67749579,77.07664056,80,,,,,,,,80
8214,28.66949579,77.07664056,94,,,,,,94,,
8219,28.64949579,77.07664056,17,17,,,,,,,
8220,28.64549579,77.07664056,27,,,,,,,,27
8222,28.63749579,77.07664056,92.85906862,19,170,144.5,91,184.8333333,81,31.70588235,20.83333333
8224,28.62949579,77.07664056,82.41030955,68.06306306,105.5866667,115.4074074,114.46,99.60465116,66.51546392,50.59259259,39.05263158
8227,28.61749579,77.07664056,92.13069563,57.55737705,70.44680851,133.4390244,137.3636364,197.490566,64.125,36.07142857,40.55172414
8229,28.60949579,77.07664056,58.5,,83,,,,,34,
8230,28.60549579,77.07664056,61.72320336,61.67123288,76.175,115.2727273,66,67.33333333,63.58333333,31,12.75
8233,28.59349579,77.07664056,58.88318414,47.72093023,83.0625,87.45,102.5769231,73.96296296,47.82352941,17.73529412,10.73333333
8246,28.54149579,77.07664056,71,,94,48,,,,,
8249,28.52949579,77.07664056,80.66888563,48.48484848,77.47321429,105.7703704,104.3676471,105.2692308,90.48837209,58.375,55.12240185
8250,28.52549579,77.07664056,34.5,34.5,,,,,,,
8290,28.84349579,77.08010466,52,,,,52,,,,
8291,28.83949579,77.08010466,79.61126868,37.66666667,101.2,162.75,90.4,110.8571429,51.83333333,47.29411765,34.88888889
8292,28.83549579,77.08010466,75.86116071,42,80,162.3333333,103.25,93.21428571,45.8,46.54166667,33.75
8293,28.83149579,77.08010466,33,,,,,,,,33
8330,28.68349579,77.08010466,75.95833334,58.125,135.6666667,,114,,45,27,
8331,28.67949579,77.08010466,123.0441668,64.68,138.3571429,244.8207547,175.8472222,157.65,115.6875,58.825,28.48571429
8332,28.67549579,77.08010466,140.5,,,,183.5,,,,97.5
8333,28.67149579,77.08010466,161.25,,,,197,,,,125.5
8335,28.66349579,77.08010466,34,,,,,,,39,29
8337,28.65549579,77.08010466,32,,,,,,,,32
8338,28.65149579,77.08010466,34,,,,,,,,34
8339,28.64749579,77.08010466,46.08333333,25,66,,80.66666667,,,39.41666667,19.33333333
8340,28.64349579,77.08010466,40.90476191,16,61.66666667,,,,70,32.85714286,24
8341,28.63949579,77.08010466,111.3084458,37.2,64,232.6,202.0769231,195.8333333,95,37.38888889,26.36842105
8342,28.63549579,77.08010466,118.7644345,42,34.5,225.8,206.125,164,171.8333333,54.85714286,51
8343,28.63149579,77.08010466,83.42833929,53.06666667,106.8314607,135.0779221,107.7111111,104.2162162,77.31481481,43.92727273,39.28125
8346,28.61949579,77.08010466,89.2888889,44,113.5,175.5555556,147.8,,89.5,28.66666667,26
8347,28.61549579,77.08010466,74.35616685,79.6440678,66.33333333,115.6666667,97.75,97.5,65.11111111,37.57142857,35.27272727
8348,28.61149579,77.08010466,99.54671475,50.625,88.06666667,115.1666667,191,234,71.4,35.5,10.61538462
8349,28.60749579,77.08010466,70.68483294,52.27272727,73.47058824,134.1904762,136,58.33333333,65,29.75,16.46153846
8353,28.59149579,77.08010466,67.77049088,48.3880597,81.79310345,117,132.2903226,83.05970149,49.15942029,16.74358974,13.72972973
8368,28.53149579,77.08010466,70.66947738,52.38596491,63.18243243,92.09803922,97.40384615,108.1333333,67.87179487,51.02040816,33.26
8370,28.52349579,77.08010466,202.3333333,,,202.3333333,,,,,
8411,28.84149579,77.08356876,66.52943778,26.86666667,85.77777778,130.8333333,95.63636364,88.57142857,44.73684211,38.75903614,21.05405405
8412,28.83749579,77.08356876,66.98333333,47.5,,,127,94.66666667,60,47.33333333,25.4
8451,28.68149579,77.08356876,90.05742823,55.66470588,81.82539683,150.704918,157.6,101.8333333,87.23913043,49.82051282,35.77142857
8452,28.67749579,77.08356876,77.5,,101,,,,,54,
8454,28.66949579,77.08356876,58.56045752,64.41830065,56.83333333,105,,,69.85714286,36.80952381,18.44444444
8455,28.66549579,77.08356876,60.60727086,32.5,58,116,94.5,,71,33.80645161,18.44444444
8456,28.66149579,77.08356876,58.06507937,41.75,60.5,96,71.4,,82,37.55555556,17.25
8459,28.64949579,77.08356876,102.6833333,27.5,103.5,174,131.8,157,147.5,41.16666667,39
8460,28.64549579,77.08356876,88.54643968,34.23076923,91.5,130.4545455,141.3571429,140.1111111,91.83333333,44.65384615,34.23076923
8461,28.64149579,77.08356876,103.6388889,45.625,127.25,127.1111111,166.375,166.8333333,116.75,44,35.16666667
8462,28.63749579,77.08356876,63.66666667,,,115,,,,61,15
8463,28.63349579,77.08356876,81.52763816,52.53125,103.3909091,117.9701493,127.8728814,110.0208333,59.52083333,50.70212766,30.21212121
8464,28.62949579,77.08356876,100.8751526,49.25,103.5555556,144.1538462,115.5,143,95.33333333,55.33333333,
8466,28.62149579,77.08356876,83.89285714,31.5,80,192.25,142,49,70.5,,22
8467,28.61749579,77.08356876,58.33333334,49.66666667,50.66666667,53,,,80,,
8468,28.61349579,77.08356876,80.44788788,53.72727273,67.7,130.5714286,137.3333333,143.875,67.22222222,22,21.15384615
8469,28.60949579,77.08356876,86.38583693,50.95348837,70.55555556,163.125,104.6666667,208.7708333,57.83333333,18,17.18181818
8473,28.59349579,77.08356876,54.47187812,30.92307692,67.90909091,76.71428571,100.3,76.14285714,51.5,11.28571429,21
8474,28.58949579,77.08356876,62.22515991,49.46341463,83.44444444,108.7894737,87.88135593,87.05,44.25454545,17.62857143,19.28947368
8475,28.58549579,77.08356876,113.5,,205,,,,,22,
8488,28.53349579,77.08356876,78.76751416,47.52212389,90.24210526,79.90163934,115.8958333,119.6428571,81.95121951,55.56060606,39.42372881
8489,28.52949579,77.08356876,39,,,,,,,39,
8490,28.52549579,77.08356876,62.08701299,45.73913043,50.02173913,55.48275862,63.425,94.85714286,86.93333333,60.77358491,39.46341463
8491,28.52149579,77.08356876,82.54887885,49.49704142,75.68992248,119,106.2836879,125.7875,68.79635258,73.87975952,41.45676692
8527,28.85549579,77.08703287,100,,,100,,,,,
8528,28.85149579,77.08703287,89.54282312,62.56557377,92.31292517,180.8944724,96.47435897,112.3886463,71.36666667,56.28279883,44.05714286
8529,28.84749579,77.08703287,84.54646326,49.57142857,88.57142857,194.8,90.54545455,87.07142857,76,66.88888889,22.92307692
8530,28.84349579,77.08703287,75.61450141,41.02325581,82.09230769,145.9285714,126.0967742,93.78494624,45.54385965,41.2962963,29.15
8532,28.83549579,77.08703287,30,,,,,,,,30
8569,28.68749579,77.08703287,87,127,47,,,,,,
8570,28.68349579,77.08703287,67.5,,67.5,,,,,,
8571,28.67949579,77.08703287,111.8493547,57.6557377,124.0540541,228.8015267,201.0178571,111.5,95.31707317,43.35483871,33.09375
8573,28.67149579,77.08703287,71.04482324,34.66666667,57,102.6666667,94,142.5,73.66666667,32.22222222,31.63636364
8575,28.66349579,77.08703287,30,,,,,,,30,
8576,28.65949579,77.08703287,48.12222222,41.5,56,,55,,85,37.9,13.33333333
8577,28.65549579,77.08703287,111.90625,20,66,294.5,105,182,155.5,37,35.25
8578,28.65149579,77.08703287,98.81327006,36.90909091,89,184.6923077,123.3333333,162,98,41.57142857,55
8579,28.64749579,77.08703287,101.8333333,43,,166.5,,,96,,
8581,28.63949579,77.08703287,36,,,,,,,,36
8582,28.63549579,77.08703287,65.54322319,55.42105263,54.02083333,107.875,88.94444444,87.16666667,56.65625,36.46153846,37.8
8583,28.63149579,77.08703287,89.97365468,59.20481928,120.5045045,145.5662651,126.6875,122.8648649,59.45652174,45.17142857,40.33333333
8584,28.62749579,77.08703287,140,,,140,,,,,
8585,28.62349579,77.08703287,77.01071429,41.8,69.75,121.5357143,176,47,100,37,23
8586,28.61949579,77.08703287,70.66209796,55.55555556,86.15789474,125.6666667,136,44.5,43.83333333,54.25,19.33333333
8587,28.61549579,77.08703287,68.92323133,47.48275862,82,113.6923077,116,57.25,60.17647059,46.66666667,28.11764706
8588,28.61149579,77.08703287,76.73735722,58.30985915,72.61764706,137.8684211,139.6666667,103.2,54.57142857,28.85714286,18.80769231
8593,28.59149579,77.08703287,70.54836811,49.4,109.2,136.4210526,87.0625,81.80952381,74.76923077,17.33333333,8.391304348
8594,28.58749579,77.08703287,58.77738473,48.24603175,71.7745098,93.40697674,87.41346154,85.2890625,51.36734694,19.73913043,12.98255814
8606,28.53949579,77.08703287,47,42,74,,,,,,25
8608,28.53149579,77.08703287,85.65852934,55.49604743,84.11320755,110.8732394,111.2222222,116.7244094,100.2783109,63.61389522,42.94690265
8609,28.52749579,77.08703287,59.28837374,49.26373626,48.51948052,62,73.94339623,91.27272727,53.18181818,61.61363636,34.51219512
8647,28.85749579,77.09049697,97.31235379,44.53333333,127.9333333,195.8125,143.5909091,127.7692308,53.85714286,54.53571429,30.46666667
8648,28.85349579,77.09049697,119.6458418,46.61904762,117.4782609,197.0869565,177.04,166.9428571,112.75,85.11627907,54.13333333
8650,28.84549579,77.09049697,79.17160919,41,79.375,178.1111111,114.6666667,99.42105263,47.27272727,48.78947368,24.73684211
8651,28.84149579,77.09049697,83.14491421,67.66666667,104.1176471,176.4444444,129.1111111,89.83333333,36,37.875,24.11111111
8652,28.83749579,77.09049697,77.37738096,31,134,175.6666667,105.5,85.4,42.66666667,25.5,19.28571429
8681,28.72149579,77.09049697,41,,41,,,,,,
8683,28.71349579,77.09049697,110,,110,,,,,,
8687,28.69749579,77.09049697,45,,45,,,,,,
8689,28.68949579,77.09049697,135,135,,,,,,,
8690,28.68549579,77.09049697,73,,73,,,,,,
8691,28.68149579,77.09049697,97.95789622,63.85964912,86.92682927,160.3606557,174.8137255,92.11428571,124.016129,50.77777778,30.79411765
8692,28.67749579,77.09049697,31.33333333,,,,,,37,35,22
8694,28.66949579,77.09049697,86.05410354,41,50.5,93.5,153.0555556,183.75,106.5,31.72727273,28.4
8695,28.66549579,77.09049697,84.1,55.5,67.5,123.4,123.4,84.5,105.3333333,42.5,70.66666667
8696,28.66149579,77.09049697,100.8158129,45.76923077,103.25,191.4545455,129.469697,137.7777778,117.375,42.37142857,39.05882353
8697,28.65749579,77.09049697,100.0703335,37.77777778,76.5,199.3,132.5384615,149.625,121.5714286,40.25,43
8698,28.65349579,77.09049697,107.3125,51,123,200,159.5,143.5,113,33,35.5
8702,28.63749579,77.09049697,87,87,,,,,,,
8703,28.63349579,77.09049697,77.74758395,57.55411255,89.3757764,129.0899471,103.4047619,96.41666667,59.56097561,48.2254902,38.35294118
8704,28.62949579,77.09049697,75.42749321,45.64367816,107.7155172,116.0967742,129.5526316,99.64705882,42.46428571,46.5,15.8
8705,28.62549579,77.09049697,77.37295752,40.5,87.70588235,186,159.5,42.5,36.44444444,43,23.33333333
8706,28.62149579,77.09049697,72.50941063,44.3902439,86.96610169,142.4166667,141.2,49.5,44.72727273,36.5,34.375
8707,28.61749579,77.09049697,45.85714286,35.5,45,62,89,43.5,37.5,24.5,29.85714286
8708,28.61349579,77.09049697,73.21409762,54.03448276,79.01639344,103.7857143,85.66666667,127.4,66,48.57142857,21.23809524
8709,28.60949579,77.09049697,82.5,50,94,152,,,,,34
8715,28.58549579,77.09049697,55.79636119,43.11627907,64.86792453,90.02409639,87.23809524,79.02531646,44.94495413,20.30612245,16.84810127
8727,28.53749579,77.09049697,76.86245688,57.47938144,93.96116505,69.03785489,108.106383,114.1515152,81.46551724,54.2173913,36.48044693
8728,28.53349579,77.09049697,90.93787415,62.864,101.3119266,110.5424837,107.3013699,124.1090909,93.35211268,72.15104167,55.87096774
8729,28.52949579,77.09049697,44,,,,,,68,,20
8730,28.52549579,77.09049697,65.5,,,,,,65.5,,
8766,28.85949579,77.09396107,89.22025591,47.25,162.3333333,139.5,131.9285714,131.5714286,32.09677419,43.54347826,25.53846154
8767,28.85549579,77.09396107,39,,,,,,,39,
8772,28.83549579,77.09396107,87.54464286,30,98.66666667,218.5,128,124,38,45.33333333,17.85714286
8807,28.69549579,77.09396107,223,,,,,223,,,
8809,28.68749579,77.09396107,111.7777778,110,148.6666667,169.3333333,150.5,98,139.2222222,48.5,30
8810,28.68349579,77.09396107,111.5023109,70.11111111,145,156.3846154,188.4444444,119.5354839,105.0769231,68.375,39.09090909
8811,28.67949579,77.09396107,112.1120881,61.57575758,166.2191235,186.6740331,178.1259259,128.5167464,89.44599303,48.17622951,38.16289593
8812,28.67549579,77.09396107,65.53103715,41.30769231,58.2,116.6666667,104.1428571,80,41.58108108,41.6,40.75
8813,28.67149579,77.09396107,102.3251339,36.875,200.2181818,127.5882353,151.3066667,80,151.6,38.28571429,32.72727273
8814,28.66749579,77.09396107,112.0160714,40.2,144.5,183,164.3333333,107.3333333,134,55.33333333,67.42857143
8815,28.66349579,77.09396107,71.35714286,36.5,,85.66666667,68,87,81.33333333,72,69
8816,28.65949579,77.09396107,80,,,,,,80,,
8818,28.65149579,77.09396107,63,63,,,,,,,
8820,28.64349579,77.09396107,42,42,,,,,,,
8821,28.63949579,77.09396107,72.47222223,67,27.75,122.6666667,,,,,
8822,28.63549579,77.09396107,79.50256063,58.00222222,95.37514384,127.6198454,112.1399254,106.1108179,61.75322812,40.36995153,34.64935065
8823,28.63149579,77.09396107,77.06666666,55,154.3333333,121,,,,29,26
8824,28.62749579,77.09396107,51.55,33,69.3,70.5,114,,21.5,,1
8825,28.62349579,77.09396107,63.37100695,39.05555556,76.58333333,113.6,112.6666667,57,42.4375,43,22.625
8826,28.61949579,77.09396107,79.7,,34,112.5,139,69,44,,
8827,28.61549579,77.09396107,76.90804398,43.3125,79.18518519,169.75,143,51.66666667,47.1,61,20.25
8828,28.61149579,77.09396107,76.90441787,57.34782609,85.55,121.3076923,88.33333333,124.6,56.83333333,63,18.26315789
8829,28.60749579,77.09396107,42,42,,,,,,,
8835,28.58349579,77.09396107,51.54672802,43.78333333,64.38297872,77.09259259,74.49275362,75.05357143,43.08823529,23.75308642,10.72727273
8846,28.53949579,77.09396107,103.4625793,70.37168142,98.64646465,134.3076923,143.6891892,134.5384615,111.3414634,74.5875,60.21818182
8847,28.53549579,77.09396107,110.0833333,,,110,109,146,75.33333333,,
8850,28.52349579,77.09396107,81.25,,140,,,,,,22.5
8887,28.85749579,77.09742517,97.81024531,41,160.3333333,170.5555556,143.2142857,126.6666667,61.83333333,48.33333333,30.54545455
8888,28.85349579,77.09742517,100.4514385,51.66666667,150.5,211.8,146.8333333,112.5714286,51.875,46.80952381,31.55555556
8889,28.84949579,77.09742517,95.64003969,44.25,127,226.6,128.5714286,110,51.25,42.56,34.88888889
8892,28.83749579,77.09742517,81.7125,41.25,86,201,126.6,111.75,34.2,33.9,19
8928,28.69349579,77.09742517,82.62708333,80.75,89.8,67.66666667,210,94,43,40,35.8
8929,28.68949579,77.09742517,111.540265,65.96875,126.8235294,179.7692308,158.6842105,182.7092199,98.33333333,45.88,34.15384615
8930,28.68549579,77.09742517,85.00537587,81.53846154,71.81818182,182.6363636,109.8,97,62.25,45.33333333,29.66666667
